Checking for script in /app/prestart.sh
Running script /app/prestart.sh
Running inside /app/prestart.sh, you could add migrations to this file, e.g.:

#! /usr/bin/env sh

# Let the DB start
sleep 10;
# Run migrations
alembic upgrade head

2024-06-14 17:25:02,336 CRIT Supervisor is running as root.  Privileges were not dropped because no user is specified in the config file.  If you intend to run as root, you can set user=root in the config file to avoid this message.
2024-06-14 17:25:02,336 INFO Included extra file "/etc/supervisor.d/supervisord.ini" during parsing
2024-06-14 17:25:02,355 INFO RPC interface 'supervisor' initialized
2024-06-14 17:25:02,355 CRIT Server 'unix_http_server' running without any HTTP authentication checking
2024-06-14 17:25:02,356 INFO supervisord started with pid 1
2024-06-14 17:25:03,360 INFO spawned: 'quit_on_failure' with pid 9
2024-06-14 17:25:03,364 INFO spawned: 'nginx' with pid 10
2024-06-14 17:25:03,367 INFO spawned: 'uwsgi' with pid 11
2024-06-14 17:25:03,373 INFO success: nginx entered RUNNING state, process has stayed up for > than 0 seconds (startsecs)
2024-06-14 17:25:03,374 INFO success: uwsgi entered RUNNING state, process has stayed up for > than 0 seconds (startsecs)
2024-06-14 17:25:04,526 INFO success: quit_on_failure entered RUNNING state, process has stayed up for > than 1 seconds (startsecs)
51.158.115.139 - - [14/Jun/2024:17:25:12 +0000] "GET / HTTP/1.1" 200 1887 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
51.158.115.139 - - [14/Jun/2024:17:26:04 +0000] "POST / HTTP/1.1" 200 1941 "http://75.101.231.9:4001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
54.145.34.34 - - [14/Jun/2024:17:26:35 +0000] "POST / HTTP/1.1" 200 1941 "-" "python-requests/2.31.0" "-"
